연번,군구명,병원종별,의료기관명,소재지,병실수,병상수,진료과목,
3311,서구,치과의원,행복드림치과의원,인천광역시 서구 청라에메랄드로102번길 8 (연희동),0,0,통합치의학과 예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과 치과,
3312,서구,치과의원,현치과의원,"인천광역시 서구 탁옥로 37, 402호 (심곡동, 우리타워)",0,0,치과,
3313,서구,의원,365검단열린의원,"인천광역시 서구 단봉로 97-7, 3층 305, 306호 (오류동, 오류센터프라자)",0,0,가정의학과 비뇨의학과 피부과 이비인후과 소아청소년과 마취통증의학과 신경외과 정형외과 외과 신경과 내과,
3314,서구,의원,365별소아청소년과의원,"인천광역시 서구 가정로 375, 3층 302호 (신현동, 금강아미움)",0,0,피부과 이비인후과 안과 소아청소년과 내과,
3315,서구,의원,가인의원,인천광역시 서구 가정로 204 (석남동),0,0,비뇨의학과 피부과 이비인후과 소아청소년과 성형외과 내과,
3316,서구,의원,가정신현탑본정형외과의원,"인천광역시 서구 가정로 369, 서경 플러스 존 3층 304호 (신현동)",0,0,정형외과 마취통증의학과 재활의학과,
3317,서구,의원,가좌성모의원,"인천광역시 서구 장고개로 283, 지하1층, 1층 일부호 (가좌동)",0,0,내과 가정의학과 정형외과 신경외과 소아청소년과 피부과,
3318,서구,의원,가좌신경외과의원,"인천광역시 서구 원적로 103, 2층 (가좌동)",0,0,내과 외과 정형외과 소아청소년과 피부과 비뇨의학과 이비인후과 마취통증의학과,
3319,서구,의원,가좌연세소아과의원,인천광역시 서구 원적로 100 (가좌동),0,0,소아청소년과,
3320,서구,의원,가좌연세정형외과의원,인천광역시 서구 장고개로337번길 7 (가좌동),7,19,내과 외과 신경과 정형외과 신경외과 소아청소년과 피부과 비뇨의학과 영상의학과 재활의학과,
3321,서구,의원,가좌우리내과의원,인천광역시 서구 고래울로 29 (가좌동),0,0,내과 소아청소년과 이비인후과 정형외과 재활의학과 피부과,
3322,서구,의원,가좌정형외과의원,인천광역시 서구 원적로 96 (가좌동),6,16,내과 정형외과 재활의학과 비뇨의학과 외과 신경외과,
3323,서구,의원,강남산부인과의원,"인천광역시 서구 검단로 474, 405호, 406호 (왕길동, 뷰비스타운)",0,0,산부인과,
3324,서구,의원,강남의원,"인천광역시 서구 가정로 308, 301호,302호 일부호 (석남동, 석남프라자)",0,0,내과 마취통증의학과 응급의학과 신경외과 정형외과 소아청소년과,
3325,서구,의원,거북연합의원,인천광역시 서구 가정로 204 (석남동),0,0,한방내과 한방안·이비인후·피부과 사상체질과 한방부인과 한방신경정신과 침구과 한방소아과 한방재활의학과 내과 소아청소년과 피부과 이비인후과,
3326,서구,의원,검단나은의원,"인천광역시 서구 검단로 508, 3층 (마전동, 이지준프라자)",0,0,내과 외과 산부인과 소아청소년과 진단검사의학과 응급의학과,
3327,서구,의원,검단다인안과의원,"인천광역시 서구 완정로 187, 2층 (왕길동)",0,0,안과,
3328,서구,의원,검단바로본365의원,"인천광역시 서구 완정로178번길 1, 검단빌딩 (마전동)",0,0,응급의학과 소아청소년과 마취통증의학과 신경외과 정형외과 신경과 내과,
3329,서구,의원,검단바른정형외과의원,"인천광역시 서구 서로3로 104, 신화프라자 2층 201~205호 (당하동)",0,0,재활의학과 마취통증의학과 신경외과 정형외과,
3330,서구,의원,검단서울안과의원,"인천광역시 서구 원당대로 663, 401호 (마전동, 한종프라자)",0,0,안과,
3331,서구,의원,검단서울여성의원,인천광역시 서구 청마로19번길 20 (당하동),14,24,성형외과 산부인과 소아청소년과 피부과 가정의학과,
3332,서구,의원,검단서유승내과의원,"인천광역시 서구 완정로 153, 이레메디칼센타 3층 (왕길동)",0,0,가정의학과 피부과 이비인후과 소아청소년과 신경과 내과,
3333,서구,의원,검단스마트내과의원,"인천광역시 서구 서로3로 104, 신화프라자 4층 401~403호 (당하동)",0,0,내과 소아청소년과 이비인후과 가정의학과,
3334,서구,의원,검단아라산부인과의원,"인천광역시 서구 이음대로 392, 메트로시티 5층 512~514호 (원당동)",0,0,산부인과,
3335,서구,의원,검단연세이비인후과의원,"인천광역시 서구 이음대로 378, 로뎀타워 604, 605, 606호 (원당동)",1,1,이비인후과,
3336,서구,의원,검단연합의원,"인천광역시 서구 원당대로 660, 401호,402호 일부호 (당하동, 영프라자)",0,0,마취통증의학과 정형외과 재활의학과 내과 이비인후과 소아청소년과,
3337,서구,의원,검단이엠365의원,"인천광역시 서구 이음5로 30, 연세프라자9 2,3층 206~214, 305~314호 (원당동)",0,0,내과 정형외과 마취통증의학과 소아청소년과 이비인후과 가정의학과 응급의학과,
3338,서구,의원,검단이화연합의원,"인천광역시 서구 이음5로 80, 검단퍼스트 5층 (원당동)",7,10,가정의학과 피부과 이비인후과 마취통증의학과 정형외과 외과 내과,
3339,서구,의원,검단정형외과의원,"인천광역시 서구 이음대로 378, 로뎀타워 705~709호 (원당동)",0,0,재활의학과 마취통증의학과 신경외과 정형외과,
3340,서구,의원,검암연세내과의원,인천광역시 서구 승학로483번길 18-8(검암동),0,0,내과,
3341,서구,의원,검암우리손내과의원,"인천광역시 서구 승학로 498, 서해프라자 301~304호 (검암동)",1,3,비뇨의학과 피부과 이비인후과 안과 소아청소년과 산부인과 신경외과 정형외과 외과 정신건강의학과 신경과 내과,
3342,서구,의원,검암중앙의원,"인천광역시 서구 승학로 577, 305,306호 (검암동, 장은프라자)",0,0,내과 이비인후과 소아청소년과 피부과 비뇨의학과 정형외과 산부인과,
3343,서구,의원,고려가정의원,인천광역시 서구 경서로69번길 12 (경서동),0,0,피부과 내과 소아청소년과 이비인후과 안과,
3344,서구,의원,고려재활의학과의원,"인천광역시 서구 염곡로464번길 15, 5층 (가정동)",5,20,정형외과 재활의학과 영상의학과 신경외과 내과 마취통증의학과,
3345,서구,의원,고영승이비인후과의원,"인천광역시 서구 완정로 179, 4층 (왕길동, 검단메디컬프라자)",1,2,이비인후과 내과 소아청소년과 성형외과,
3346,서구,의원,고운의원,"인천광역시 서구 거북로 98, 3층 (석남동)",0,0,내과 피부과 산부인과 비뇨의학과,
3347,서구,의원,고은미래의원,"인천광역시 서구 원적로 85, 4층 (가좌동, 우신프라자)",0,0,피부과 성형외과 내과 외과 정형외과 소아청소년과 마취통증의학과,
3348,서구,의원,고정신건강의학과의원,"인천광역시 서구 가정로 363, 그린빌딩 2층 201호 (신현동)",0,0,정신건강의학과 신경과 내과,
3349,서구,의원,공감마취통증의학과의원,"인천광역시 서구 완정로 172, 301, 302호 (마전동)",0,0,마취통증의학과 신경외과 정형외과,
3350,서구,의원,권창규소아청소년과의원,"인천광역시 서구 청마로19번길 20, 202호 (당하동, 검단서울여성병원빌딩)",0,0,소아청소년과,
3351,서구,의원,그린산부인과의원,인천광역시 서구 건지로 371 (가좌동),12,19,내과 산부인과 소아청소년과 영상의학과 외과,
3352,서구,의원,금산부인과의원,인천광역시 서구 승학로 528 (검암동),6,8,산부인과,
3353,서구,의원,길벗내과의원,"인천광역시 서구 청라라임로 65, 4층 409,410호 (청라동, 라임타워)",0,0,내과 이비인후과,
3354,서구,의원,김경현내과의원,"인천광역시 서구 완정로 36, 2층 일부호 (마전동, 한성빌딩)",0,0,피부과 이비인후과 소아청소년과 내과,
3355,서구,의원,김득조내과의원,"인천광역시 서구 율도로 98, 302호 (석남동, 서인빌딩)",0,0,내과 소아청소년과,
3356,서구,의원,김성철신경외과의원,"인천광역시 서구 가정로 287, 지하1층~1층 (석남동)",0,0,내과 신경과 신경외과 소아청소년과 비뇨의학과 영상의학과 재활의학과,
3357,서구,의원,김승연산부인과의원,"인천광역시 서구 서곶로 355, 3층 (연희동, 한터빌딩)",4,4,소아청소년과 산부인과 내과 외과 비뇨의학과 피부과,
3358,서구,의원,김안과의원,인천광역시 서구 가정로 202 (석남동),0,0,안과,
3359,서구,의원,꿈꾸는소아청소년과의원,"인천광역시 서구 이음대로 378, 로뎀타워 507, 508호 (원당동)",0,0,소아청소년과,
3360,서구,의원,나눔성형외과의원,"인천광역시 서구 검단로 480, 검단리치웰프라자 308~310호 (왕길동)",0,0,피부과 성형외과,
3361,서구,의원,늘푸른연세이비인후과의원,"인천광역시 서구 승학로 491, 403호 (검암동, 고산프라자)",0,0,내과 이비인후과 안과 소아청소년과 피부과,
3362,서구,의원,늘푸른의원,인천광역시 서구 검단로623번길 4 (마전동),0,0,내과 소아청소년과 피부과 이비인후과,
3363,서구,의원,다나의원,"인천광역시 서구 연희로 12, 2층 (연희동)",0,0,내과 소아청소년과 이비인후과 정형외과 신경외과 심장혈관흉부외과,
3364,서구,의원,다봄내과의원,"인천광역시 서구 승학로 491, 3층 (검암동, 고산빌딩)",0,0,내과 가정의학과 소아청소년과 피부과 이비인후과 정형외과 재활의학과 외과 비뇨의학과 마취통증의학과 성형외과,
3365,서구,의원,다시봄날의원 가정청라점,"인천광역시 서구 염곡로464번길 7, 401~404호 (가정동)",0,0,피부과,
3366,서구,의원,다인안과의원,"인천광역시 서구 원적로 100, 가좌로얄프라자 5층 (가좌동)",0,0,안과,
3367,서구,의원,다인이비인후과의원,인천광역시 서구 원적로 100 (가좌동),2,3,이비인후과,
3368,서구,의원,다정한내과의원,"인천광역시 서구 크리스탈로74번길 31, 월드프라자 403,404,406호 (청라동)",0,0,피부과 이비인후과 소아청소년과 내과,
3369,서구,의원,닥터스피부과의원,"인천광역시 서구 이음대로 384, 서영아너시티플러스 604~610호 (원당동)",0,0,피부과,
3370,서구,의원,닥터에버스의원,"인천광역시 서구 가정로 437, 301동 308~309호 (가정동, 루원시티 SK Leaders' VIEW)",0,0,가정의학과 피부과,
3371,서구,의원,닥터킨베인의원,"인천광역시 서구 원당대로 840, 2층, 3층 일부호 (당하동)",0,0,피부과 가정의학과 성형외과 정형외과,
3372,서구,의원,더(the)조은정신건강의학과의원,"인천광역시 서구 원당대로 860, 보람프라자 804호 (당하동)",0,0,피부과 외과 정신건강의학과 신경과 내과,
3373,서구,의원,더나아산부인과의원,"인천광역시 서구 검단로 480, 검단리치웰프라자 5층 (왕길동)",10,10,피부과 소아청소년과 산부인과 외과 내과,
3374,서구,의원,더바른성모내과의원(The바른성모내과의원),"인천광역시 서구 이음3로 149, 위너스 프라자 5층 (당하동)",0,0,이비인후과 소아청소년과 내과,
3375,서구,의원,더본마취통증의학과의원,"인천광역시 서구 서곶로 293, 502호 (심곡동)",0,0,마취통증의학과 정형외과,
3376,서구,의원,더블유이비인후과의원0507-1342-3500,"인천광역시 서구 이음대로 479, CS메디컬프라자 401~404호 (당하동)",1,1,가정의학과 영상의학과 피부과 이비인후과 소아청소년과 내과,
3377,서구,의원,더숲이비인후과의원,"인천광역시 서구 이음3로 149, 위너스 프라자 4층 (당하동)",1,1,피부과 이비인후과 소아청소년과 내과,
3378,서구,의원,더예쁨의원,"인천광역시 서구 중봉대로 602, 101호 (청라동)",0,0,가정의학과 피부과,
3379,서구,의원,데일리의원,"인천광역시 서구 솔빛로 20, 도영프라자 (청라동)",0,0,피부과,
3380,서구,의원,동산가정의학과의원,인천광역시 서구 거북로 115 (석남동),0,0,가정의학과 비뇨의학과 이비인후과 소아청소년과 신경외과 정형외과 외과 내과,
3381,서구,의원,두리가자의원,"인천광역시 서구 가정로 123, 2,5층 (가좌동)",9,28,내과 외과 소아청소년과 피부과 비뇨의학과 정형외과 신경외과,
3382,서구,의원,두리이비인후과의원,"인천광역시 서구 이음5로 60, JS프라자 (원당동)",0,0,이비인후과,
3383,서구,의원,드림재활의학과의원,인천광역시 서구 중봉대로 588 (청라동),0,0,재활의학과 정형외과 신경외과 내과 마취통증의학과 피부과 성형외과 비뇨의학과 가정의학과,
3384,서구,의원,든든내과의원,"인천광역시 서구 이음대로 479, CS메디칼프라자 301, 302호 (당하동)",0,0,가정의학과 영상의학과 피부과 이비인후과 소아청소년과 내과,
3385,서구,의원,라벨의원,"인천광역시 서구 완정로 18, 6층 (마전동, 한윤빌딩)",0,0,내과 소아청소년과 피부과 성형외과,
3386,서구,의원,라임의원,"인천광역시 서구 중봉대로 594, 504호, 505호 (청라동, 청라비전프라자)",0,0,피부과 비뇨의학과,
3387,서구,의원,로지의원,"인천광역시 서구 봉오재3로 90, 한일골드타워 201,202호 (가정동)",0,0,피부과 성형외과,
3388,서구,의원,루원마음봄 정신건강의학과의원,"인천광역시 서구 봉오대로 255, 6층 605,606호 (가정동)",0,0,정신건강의학과,
3389,서구,의원,루원삼성비뇨의학과의원,"인천광역시 서구 봉오재3로 90, 한일골드타워 501호 (가정동)",0,0,비뇨의학과 피부과 소아청소년과 마취통증의학과 성형외과 신경과 내과,
3390,서구,의원,루원성모내과의원,"인천광역시 서구 가정로 437, 301동 B114~115호 (가정동, 루원시티 SK Leaders' VIEW)",0,0,가정의학과 이비인후과 소아청소년과 내과,
3391,서구,의원,루원탑내과의원,"인천광역시 서구 봉오대로 255, 루원눈담봄 2층 207~210호 (가정동)",0,0,내과,
3392,서구,의원,리멤버피부과의원,"인천광역시 서구 이음대로 378, 로뎀타워 803~806호 (원당동)",0,0,피부과,
3393,서구,의원,마디튼튼마취통증의학과의원,"인천광역시 서구 승학로 507, 장한프라자 2,3층 201,202,301호 (검암동)",0,0,재활의학과 마취통증의학과 신경외과 정형외과 내과,
3394,서구,의원,마리아산부인과의원,인천광역시 서구 가정로 358 (가정동),17,26,소아청소년과 산부인과,
3395,서구,의원,마음정신건강의학과의원,인천광역시 서구 서곶로 293 (심곡동),0,0,정신건강의학과 신경과 내과,
3396,서구,의원,마음행복정신건강의학과의원,"인천광역시 서구 중봉대로586번길 9-4, 쓰리엠타워 504,505호 (청라동)",0,0,신경과 정신건강의학과,
3397,서구,의원,마전참사랑의원,"인천광역시 서구 마전로5번길 22-1, 2층 (마전동)",0,0,내과 소아청소년과 이비인후과 마취통증의학과,
3398,서구,의원,마트소아청소년과의원,인천광역시 서구 청라커낼로 252 (경서동),0,0,내과 소아청소년과 피부과 이비인후과 외과,
3399,서구,의원,맑은마음의원,"인천광역시 서구 이음대로 388, ABM타워 7층 701~707호 (원당동)",0,0,정신건강의학과,
3400,서구,의원,맑은코아이비인후과의원,"인천광역시 서구 가정로 375, 3층 312호 (신현동, 금강아미움)",0,0,이비인후과 소아청소년과 내과,
3401,서구,의원,메이커의원,"인천광역시 서구 크리스탈로102번길 8-12, 수린빌딩 5~7층 전체호 (청라동)",29,29,가정의학과 비뇨의학과 피부과 소아청소년과 마취통증의학과 성형외과 신경외과 정형외과 외과 정신건강의학과 신경과 내과,
3402,서구,의원,명메디칼스킨남성의원,"인천광역시 서구 가정로 364-1, 6층 (가정동, 창대빌딩)",0,0,피부과 비뇨의학과 성형외과,
3403,서구,의원,문내과의원,"인천광역시 서구 청라한내로72번길 23, 301,302호 (청라동)",0,0,이비인후과 소아청소년과 내과,
3404,서구,의원,문정식내과의원,인천광역시 서구 원적로 103 (가좌동),0,0,내과 소아청소년과,
3405,서구,의원,뮤즈의원,"인천광역시 서구 이음대로 388, ABM타워 4층 401~405호 (원당동)",0,0,피부과,
3406,서구,의원,미라클비뇨기과의원,"인천광역시 서구 가정로 363, 3층 (신현동, 그린빌딩)",0,0,비뇨의학과 피부과 성형외과,
3407,서구,의원,미래안마취통증의학과의원,"인천광역시 서구 검단로 469, 3층 (왕길동)",0,0,마취통증의학과 정형외과 신경외과 내과 재활의학과,
3408,서구,의원,미래안소아청소년과의원,"인천광역시 서구 검단로 480, 510호 (왕길동, 검단리치웰프라자)",0,0,소아청소년과,
3409,서구,의원,미래이비인후과의원,"인천광역시 서구 청마로 163, 3층 (당하동, 당하메디컬센터)",1,1,내과 소아청소년과 안과 이비인후과 피부과,
3410,서구,의원,미스토리의원,인천광역시 서구 옻우물로 3 (석남동),0,0,외과 성형외과 피부과,
3411,서구,의원,미엘피부과의원,"인천광역시 서구 가정로 375, 403,404호 (신현동, 금강아미움)",0,0,피부과,
3412,서구,의원,바로본365의원,"인천광역시 서구 가정로 309, 3층일부, 4층 (석남동)",0,0,응급의학과 소아청소년과 신경외과 정형외과 신경과 내과,
3413,서구,의원,바로이비인후과의원,"인천광역시 서구 청라루비로 93, 403호 (경서동, 루비타워)",0,0,이비인후과 소아청소년과 성형외과 내과,
3414,서구,의원,바로튼튼정형외과의원,"인천광역시 서구 서곶로 837, 3~4층 (당하동)",1,1,재활의학과 비뇨의학과 피부과 소아청소년과 마취통증의학과 신경외과 정형외과 외과 신경과 내과,
3415,서구,의원,박경준비뇨기과의원,"인천광역시 서구 탁옥로 55, SM스카이빌 301,302호 (심곡동)",0,0,피부과 비뇨의학과,
3416,서구,의원,박성용 정신건강의학과의원,"인천광역시 서구 청라커낼로260번길 11, 진성프라자 308,309호 (청라동)",0,0,정신건강의학과,
3417,서구,의원,베드로의원,인천광역시 서구 원적로 77 (가좌동),0,0,내과 외과 산부인과,
3418,서구,의원,보아스이비인후과의원,"인천광역시 서구 승학로 497, 204호 (검암동, 검암프라자)",0,0,내과 신경과 정신건강의학과 정형외과 신경외과 산부인과 소아청소년과 피부과 이비인후과,
3419,서구,의원,부모와아이마음의원,"인천광역시 서구 청라라임로 65, 402호 (청라동, 라임타워)",0,0,정신건강의학과,
3420,서구,의원,비아뜨의원,"인천광역시 서구 원당대로 660, 402호 일부,403호 (당하동, 영프라자)",0,0,내과 소아청소년과 비뇨의학과 마취통증의학과 이비인후과 성형외과 피부과,
3421,서구,의원,빛안과의원,"인천광역시 서구 중봉대로 588, 404호 (청라동, 청라센트럴프라자)",0,0,안과,
3422,서구,의원,사과나무소아청소년과의원,"인천광역시 서구 승학로 567, 301호 (검암동)",0,0,내과 소아청소년과 이비인후과 피부과,
3423,서구,의원,사랑소아청소년과의원,"인천광역시 서구 새오개로111번안길 31, 201호 (신현동)",0,0,피부과 이비인후과 안과 소아청소년과 내과,
3424,서구,의원,삼성가정의원,"인천광역시 서구 서달로123번길 12-4, 203,207,208호 (석남동, 신동아상가)",0,0,내과 이비인후과 소아청소년과 가정의학과 피부과 비뇨의학과,
3425,서구,의원,삼성의원,"인천광역시 서구 건지로 264, 205호 (가좌동)",0,0,내과 소아청소년과 이비인후과 피부과 정형외과,
3426,서구,의원,삼성키즈소아청소년과의원,"인천광역시 서구 장고개로337번길 16, 402동 202호 (가좌동,가좌한신휴플러스상가)",0,0,소아청소년과,
3427,서구,의원,삼성퍼스트소아청소년과의원,"인천광역시 서구 이음5로 80, 검단퍼스트 603호 (원당동)",0,0,피부과 이비인후과 소아청소년과 내과,
3428,서구,의원,삼성플러스유외과의원,"인천광역시 서구 이음대로 388, ABM타워 6층 601~607호 (원당동)",1,2,응급의학과 가정의학과 영상의학과 비뇨의학과 피부과 이비인후과 산부인과 성형외과 심장혈관흉부외과 정형외과 외과 내과,
3429,서구,의원,상이비인후과의원,"인천광역시 서구 가정로 372, 2층 (가정동)",0,0,내과 이비인후과 소아청소년과 피부과 외과 비뇨의학과 정형외과,
3430,서구,의원,새빛튼튼의원,"인천광역시 서구 고산후로95번길 20, 힘찬프라자 301,302호 (당하동)",0,0,예방의학과 응급의학과 직업환경의학과 가정의학과 결핵과 재활의학과 진단검사의학과 병리과 방사선종양학과 영상의학과 비뇨의학과 피부과 이비인후과 안과 소아청소년과 산부인과 마취통증의학과 성형외과 심장혈관흉부외과 신경외과 정형외과 외과 정신건강의학과 신경과 내과,
3431,서구,의원,새힘정형외과의원,"인천광역시 서구 가정로 375, 306호, 307호, 308 호 (신현동, 금강아미움)",0,0,정형외과 신경외과 재활의학과 내과 피부과 비뇨의학과 외과 소아청소년과 영상의학과 이비인후과,
3432,서구,의원,서구연세정형외과의원,인천광역시 서구 가정로394번길 1 (가정동),7,27,내과 정형외과 신경외과 재활의학과 외과 소아청소년과 비뇨의학과 피부과,
3433,서구,의원,서구푸른세상안과의원,"인천광역시 서구 가정로 364-1, 5층 (가정동, 창대빌딩)",0,0,안과,
3434,서구,의원,서울더본피부과의원,"인천광역시 서구 중봉대로586번길 9-4, 쓰리엠타워 405,406호 (청라동)",0,0,피부과,
3435,서구,의원,서울바른정형외과의원,"인천광역시 서구 검단로768번길 2, 불로메디컬 2~5층 (불로동)",11,29,정형외과 신경외과 영상의학과 외과 피부과 비뇨의학과 소아청소년과 내과 재활의학과 마취통증의학과 이비인후과,
3436,서구,의원,서울삼성의원,"인천광역시 서구 중봉대로 587 (경서동, 홈플러스청라점)",0,0,소아청소년과 내과 피부과 이비인후과 가정의학과,
3437,서구,의원,서울수의원,인천광역시 서구 원당대로 660 (당하동),0,0,피부과 비뇨의학과,
3438,서구,의원,서울안과의원,"인천광역시 서구 서곶로 293, 4층 (심곡동, 우민빌딩)",0,0,안과,
3439,서구,의원,서울정석정형외과의원,"인천광역시 서구 이음대로 388, ABM타워 406~409호 (원당동)",0,0,재활의학과 마취통증의학과 신경외과 정형외과,
3440,서구,의원,서울정형외과의원,"인천광역시 서구 염곡로 468, 드림타워 601호,7층,8층 (가정동)",2,4,직업환경의학과 가정의학과 재활의학과 진단검사의학과 영상의학과 소아청소년과 마취통증의학과 신경외과 정형외과 외과 내과,
3441,서구,의원,서인천성모의원,"인천광역시 서구 탁옥로 49, 4층 (심곡동, 제스트프라자)",0,0,내과 소아청소년과 외과,
3442,서구,의원,서인천현대정형외과의원,"인천광역시 서구 탁옥로 45, 2,5층 (심곡동)",0,0,내과 정형외과 외과 소아청소년과 피부과 비뇨의학과 신경외과 재활의학과,
3443,서구,의원,선소아청소년과의원,"인천광역시 서구 승학로 497, 401호 (검암동, 검암프라자)",0,0,소아청소년과,
3444,서구,의원,성모가정의원,인천광역시 서구 심곡로 129 (심곡동),0,0,내과 외과 소아청소년과 이비인후과 피부과 비뇨의학과 가정의학과,
3445,서구,의원,성모루원수이비인후과의원,"인천광역시 서구 가정로 437, 301동 202~204 일부호 (가정동, 루원시티 SK Leaders' VIEW)",1,1,이비인후과 소아청소년과 내과,
3446,서구,의원,성모사랑미의원,"인천광역시 서구 완정로 179, 305,306호 (왕길동)",0,0,피부과 비뇨의학과,
3447,서구,의원,성모센트럴정신건강의학과의원,"인천광역시 서구 염곡로464번길 7, 501~502호 (가정동)",0,0,정신건강의학과 신경과 내과,
3448,서구,의원,성모퍼스트정형외과의원,"인천광역시 서구 원적로 120, 인성프라자 202~203호 (가좌동)",1,1,내과 정형외과 신경외과 마취통증의학과 재활의학과,
3449,서구,의원,세일정형외과의원,인천광역시 서구 가정로 213 (석남동),0,0,정형외과 재활의학과 외과 신경외과,
3450,서구,의원,소망가정의원,"인천광역시 서구 심곡로194번길 1, 2층 (공촌동)",0,0,내과 가정의학과 소아청소년과 피부과 비뇨의학과 이비인후과 외과 정형외과,
3451,서구,의원,소망안과의원,인천광역시 서구 가정로 363 (신현동),0,0,안과,
3452,서구,의원,소망연세의원,"인천광역시 서구 새오개로111번안길 32, 2,3층 (신현동)",6,20,가정의학과 재활의학과 영상의학과 비뇨의학과 피부과 이비인후과 소아청소년과 마취통증의학과 신경외과 정형외과 외과 신경과 내과,
3453,서구,의원,소유외과의원,"인천광역시 서구 중봉대로 610, 603,604호 (청라동)",1,2,외과,
3454,서구,의원,소중해정신건강의학과의원,"인천광역시 서구 이음대로 392, 메트로시티 607, 608호 (원당동)",0,0,정신건강의학과,
3455,서구,의원,속편안내과의원,"인천광역시 서구 완정로 70, 2층 (마전동, 영남탑스빌 웰빙타운)",0,0,내과 소아청소년과 이비인후과 외과,
3456,서구,의원,속편한의원,인천광역시 서구 탁옥로 45 (심곡동),4,5,가정의학과 피부과 마취통증의학과 외과 내과,
3457,서구,의원,손태용내과의원,"인천광역시 서구 건지로 264, 303,304호 (가좌동)",0,0,내과,
3458,서구,의원,손한나의원,"인천광역시 서구 검단로 469, 6층 (왕길동)",0,0,피부과,
3459,서구,의원,솔솔이비인후과의원,"인천광역시 서구 이음대로 392, 메트로시티 6층 605~606호 (원당동)",2,2,가정의학과 이비인후과 소아청소년과 내과,
3460,서구,의원,수이비인후과의원,인천광역시 서구 완정로 35 (마전동),0,0,내과 신경과 정형외과 소아청소년과 안과 이비인후과,
3461,서구,의원,신현승내과의원,"인천광역시 서구 원적로 85 (가좌동, 우신프라자)",0,0,내과 소아청소년과 이비인후과,
3462,서구,의원,아가파의원,"인천광역시 서구 가정로 201-1, 두일빌딩 2층 (석남동)",0,0,피부과 비뇨의학과,
3463,서구,의원,아나파나마취통증의학과의원,"인천광역시 서구 가정로 375, 303호 (신현동, 금강아미움)",0,0,마취통증의학과 정형외과 재활의학과 신경외과 신경과 정신건강의학과 비뇨의학과 이비인후과 내과 소아청소년과 가정의학과,
3464,서구,의원,아라서울여성의원,"인천광역시 서구 원당대로 1045, 금호헤리티지7 4층 401~403호 (원당동)",0,0,내과 마취통증의학과 산부인과 가정의학과,
3465,서구,의원,아라의원,"인천광역시 서구 청마로167번길 24, 4층 (당하동, TK빌딩)",0,0,피부과 가정의학과,
3466,서구,의원,아름드리정신건강의학과의원,"인천광역시 서구 완정로 172, 406호 (마전동)",0,0,정신건강의학과,
3467,서구,의원,아산큰내과의원,"인천광역시 서구 검단로 469, 4~5층 (왕길동)",0,0,가정의학과 이비인후과 산부인과 정형외과 신경과 내과,
3468,서구,의원,아스클레페이온 의원0507-1327-7932,"인천광역시 서구 청라한내로72번길 7-25, 리버사이드크루즈몰 801호 (청라동)",0,0,가정의학과 피부과 소아청소년과 내과,
3469,서구,의원,아이(i)제일소아청소년과의원,"인천광역시 서구 봉오재3로 42, 201호 (가정동, 다온프라자)",0,0,피부과 이비인후과 소아청소년과 내과,
3470,서구,의원,아이비소아청소년과의원,"인천광역시 서구 청라라임로 51, 208호 (청라동, 에일린의뜰)",0,0,소아청소년과 이비인후과 내과 피부과,
3471,서구,의원,아이사랑소아청소년과의원,"인천광역시 서구 봉오재3로 40, 202호 (가정동)",0,0,피부과 이비인후과 소아청소년과 내과,
3472,서구,의원,아이언정형외과의원,"인천광역시 서구 봉오대로 255, 루원 눈담봄 4층 408~412호 (가정동)",0,0,재활의학과 마취통증의학과 신경외과 정형외과 내과,
3473,서구,의원,아인내과의원,"인천광역시 서구 발산로 6, 아인시티 주차타워 401 ~ 406호 (원당동)",0,0,가정의학과 이비인후과 소아청소년과 신경과 내과,
3474,서구,의원,안용진내과의원,"인천광역시 서구 완정로 187, 2,5,6층 (왕길동)",0,0,소아청소년과 마취통증의학과 정형외과 외과 내과,
3475,서구,의원,양영표내과의원,"인천광역시 서구 가정로 364-1, 3층 (가정동, 창대빌딩)",0,0,내과,
3476,서구,의원,엄기영정형외과의원,"인천광역시 서구 가정로 363, 4층 (신현동, 그린빌딩)",0,0,내과 소아청소년과 정형외과 신경외과 피부과 비뇨의학과 재활의학과,
3477,서구,의원,엄마와아이들소아청소년과산부인과의원,인천광역시 서구 가정로 388 (가정동),0,0,내과 소아청소년과 산부인과,
3478,서구,의원,에이플러스365청라가정의학과의원,"인천광역시 서구 청라루비로 95, 301호, 302호 (경서동, 경연프라자)",0,0,가정의학과 피부과 이비인후과 소아청소년과 정형외과 신경과 내과,
3479,서구,의원,엘림비뇨기과의원,인천광역시 서구 가정로 308 (석남동),0,0,피부과 비뇨의학과,
3480,서구,의원,연세가정의학과의원,"인천광역시 서구 단봉로 107, 3층 301호 (왕길동, 성우프라자)",0,0,내과 외과 이비인후과 가정의학과 소아청소년과 피부과,
3481,서구,의원,연세기린소아청소년과의원,"인천광역시 서구 이음5로 60, JS프라자 3층 308~311호 (원당동)",0,0,소아청소년과,
3482,서구,의원,연세뉴피부과의원,"인천광역시 서구 청라커낼로288번길 10, 더스페이스타워 4층 405호 (청라동)",0,0,피부과,
3483,서구,의원,연세두리소아청소년과의원,"인천광역시 서구 원당대로 859, 302호 (원당동, 원당메디칼프라자)",0,0,내과 이비인후과 소아청소년과 가정의학과,
